date,home_team,away_team,neutral,home_score,away_score,competition,synthetic
2024-09-06,Saint Lucia,Curacao,1,2,1,CONCACAF Nations League,0
2024-09-06,Puerto Rico,Haiti,0,1,4,CONCACAF Nations League,0
2024-09-06,Belgium,Israel,1,3,1,UEFA Nations League,0
2024-09-06,France,Italy,0,1,3,UEFA Nations League,0
2024-09-06,Kazakhstan,Norway,0,0,0,UEFA Nations League,0
2024-09-06,Slovenia,Austria,0,1,1,UEFA Nations League,0
2024-09-06,Wales,Turkey,0,0,0,UEFA Nations League,0
2024-09-06,Peru,Colombia,0,1,1,FIFA World Cup qualification,0
2024-09-06,Uruguay,Paraguay,0,0,0,FIFA World Cup qualification,0
2024-09-06,Brazil,Ecuador,0,1,0,FIFA World Cup qualification,0
2024-09-07,Mexico,New Zealand,1,3,0,Friendly,0
2024-09-07,United States,Canada,0,1,2,Friendly,0
2024-09-07,Germany,Hungary,0,5,0,UEFA Nations League,0
2024-09-07,Netherlands,Bosnia and Herzegovina,0,5,2,UEFA Nations League,0
2024-09-07,Georgia,Czech Republic,0,4,1,UEFA Nations League,0
2024-09-07,Ireland,England,0,0,2,UEFA Nations League,0
2024-09-08,Gambia,Tunisia,1,1,2,African Cup of Nations qualification,0
2024-09-08,Portugal,Scotland,0,2,1,UEFA Nations League,0
2024-09-08,Croatia,Poland,0,1,0,UEFA Nations League,0
2024-09-08,Switzerland,Spain,0,1,4,UEFA Nations League,0
2024-09-08,Sweden,Estonia,0,3,0,UEFA Nations League,0
2024-09-09,Morocco,Lesotho,0,1,0,African Cup of Nations qualification,0
2024-09-09,Niger,Ghana,1,1,1,African Cup of Nations qualification,0
2024-09-09,Ethiopia,DR Congo,1,0,2,African Cup of Nations qualification,0
2024-09-09,Burundi,Senegal,1,0,1,African Cup of Nations qualification,0
2024-09-09,Curacao,Saint Martin,1,4,0,CONCACAF Nations League,0
2024-09-09,Haiti,Sint Maarten,1,6,0,CONCACAF Nations League,0
2024-09-09,France,Belgium,0,2,0,UEFA Nations League,0
2024-09-09,Norway,Austria,0,2,1,UEFA Nations League,0
2024-09-09,Turkey,Iceland,0,3,1,UEFA Nations League,0
2024-09-10,Mexico,Canada,1,0,0,Friendly,0
2024-09-10,United States,New Zealand,0,1,1,Friendly,0
2024-09-10,Botswana,Egypt,0,0,4,African Cup of Nations qualification,0
2024-09-10,Cape Verde,Mauritania,0,2,0,African Cup of Nations qualification,0
2024-09-10,Liberia,Algeria,0,0,3,African Cup of Nations qualification,0
2024-09-10,Chad,Ivory Coast,1,0,2,African Cup of Nations qualification,0
2024-09-10,South Sudan,South Africa,0,2,3,African Cup of Nations qualification,0
2024-09-10,Hungary,Bosnia and Herzegovina,0,0,0,UEFA Nations League,0
2024-09-10,Netherlands,Germany,0,2,2,UEFA Nations League,0
2024-09-10,Czech Republic,Ukraine,0,3,2,UEFA Nations League,0
2024-09-10,England,Finland,0,2,0,UEFA Nations League,0
2024-09-10,Colombia,Argentina,0,2,1,FIFA World Cup qualification,0
2024-09-10,Ecuador,Peru,0,1,0,FIFA World Cup qualification,0
2024-09-10,Venezuela,Uruguay,0,0,0,FIFA World Cup qualification,0
2024-09-10,Paraguay,Brazil,0,1,0,FIFA World Cup qualification,0
2024-09-10,North Korea,Qatar,1,2,2,FIFA World Cup qualification,0
2024-09-10,Kyrgyzstan,Uzbekistan,0,2,3,FIFA World Cup qualification,0
2024-09-10,United Arab Emirates,Iran,0,0,1,FIFA World Cup qualification,0
2024-09-10,Oman,South Korea,0,1,3,FIFA World Cup qualification,0
2024-09-10,Kuwait,Iraq,0,0,0,FIFA World Cup qualification,0
2024-09-10,Palestine,Jordan,1,1,3,FIFA World Cup qualification,0
2024-09-10,Bahrain,Japan,0,0,5,FIFA World Cup qualification,0
2024-09-10,Indonesia,Australia,0,0,0,FIFA World Cup qualification,0
2024-09-10,China,Saudi Arabia,0,1,2,FIFA World Cup qualification,0
2024-10-10,Cape Verde,Botswana,0,0,1,African Cup of Nations qualification,0
2024-10-10,Algeria,Togo,0,5,1,African Cup of Nations qualification,0
2024-10-10,Ghana,Sudan,0,0,0,African Cup of Nations qualification,0
2024-10-10,DR Congo,Tanzania,0,1,0,African Cup of Nations qualification,0
2024-10-10,Israel,France,1,1,4,UEFA Nations League,0
2024-10-10,Italy,Belgium,0,2,2,UEFA Nations League,0
2024-10-10,England,Greece,0,1,2,UEFA Nations League,0
2024-10-10,Austria,Kazakhstan,0,4,0,UEFA Nations League,0
2024-10-10,Norway,Slovenia,0,3,0,UEFA Nations League,0
2024-10-10,Bolivia,Colombia,0,1,0,FIFA World Cup qualification,0
2024-10-10,Ecuador,Paraguay,0,0,0,FIFA World Cup qualification,0
2024-10-10,Venezuela,Argentina,0,1,1,FIFA World Cup qualification,0
2024-10-10,Chile,Brazil,0,1,2,FIFA World Cup qualification,0
2024-10-10,Qatar,Kyrgyzstan,0,3,1,FIFA World Cup qualification,0
2024-10-10,Uzbekistan,Iran,0,0,0,FIFA World Cup qualification,0
2024-10-10,Jordan,South Korea,0,0,2,FIFA World Cup qualification,0
2024-10-10,Iraq,Palestine,0,1,0,FIFA World Cup qualification,0
2024-10-10,Australia,China,0,3,1,FIFA World Cup qualification,0
2024-10-10,Saudi Arabia,Japan,0,0,2,FIFA World Cup qualification,0
2024-10-11,Tunisia,Comoros,0,0,1,African Cup of Nations qualification,0
2024-10-11,Egypt,Mauritania,0,2,0,African Cup of Nations qualification,0
2024-10-11,Ivory Coast,Sierra Leone,0,4,1,African Cup of Nations qualification,0
2024-10-11,South Africa,Congo,0,5,0,African Cup of Nations qualification,0
2024-10-11,Senegal,Malawi,0,4,0,African Cup of Nations qualification,0
2024-10-11,Grenada,Curacao,1,0,0,CONCACAF Nations League,0
2024-10-11,Aruba,Haiti,0,1,3,CONCACAF Nations League,0
2024-10-11,Bosnia and Herzegovina,Germany,0,1,2,UEFA Nations League,0
2024-10-11,Hungary,Netherlands,0,1,1,UEFA Nations League,0
2024-10-11,Czech Republic,Albania,0,2,0,UEFA Nations League,0
2024-10-11,Turkey,Montenegro,0,1,0,UEFA Nations League,0
2024-10-11,Slovakia,Sweden,0,2,2,UEFA Nations League,0
2024-10-11,Peru,Uruguay,0,1,0,FIFA World Cup qualification,0
2024-10-11,New Zealand,Tahiti,1,3,0,FIFA World Cup qualification,0
2024-10-12,United States,Panama,0,2,0,Friendly,0
2024-10-12,Morocco,Central African Republic,0,5,0,African Cup of Nations qualification,0
2024-10-12,Croatia,Scotland,0,2,1,UEFA Nations League,0
2024-10-12,Poland,Portugal,0,1,3,UEFA Nations League,0
2024-10-12,Serbia,Switzerland,0,2,0,UEFA Nations League,0
2024-10-12,Spain,Denmark,0,1,0,UEFA Nations League,0
2024-10-13,Finland,England,0,1,3,UEFA Nations League,0
2024-10-13,Austria,Norway,0,5,1,UEFA Nations League,0
2024-10-14,New Zealand,Malaysia,0,4,0,Friendly,0
2024-10-14,Togo,Algeria,0,0,1,African Cup of Nations qualification,0
2024-10-14,Curacao,Grenada,1,1,0,CONCACAF Nations League,0
2024-10-14,Aruba,Haiti,0,3,5,CONCACAF Nations League,0
2024-10-14,Belgium,France,0,1,2,UEFA Nations League,0
2024-10-14,Bosnia and Herzegovina,Hungary,0,0,2,UEFA Nations League,0
2024-10-14,Germany,Netherlands,0,1,0,UEFA Nations League,0
2024-10-14,Ukraine,Czech Republic,1,1,1,UEFA Nations League,0
2024-10-14,Iceland,Turkey,0,2,4,UEFA Nations League,0
2024-10-14,Estonia,Sweden,0,0,3,UEFA Nations League,0
2024-10-15,Canada,Panama,0,2,1,Friendly,0
2024-10-15,Mexico,United States,0,2,0,Friendly,0
2024-10-15,Comoros,Tunisia,1,1,1,African Cup of Nations qualification,0
2024-10-15,Morocco,Central African Republic,0,4,0,African Cup of Nations qualification,0
2024-10-15,Mauritania,Egypt,0,0,1,African Cup of Nations qualification,0
2024-10-15,Botswana,Cape Verde,0,1,0,African Cup of Nations qualification,0
2024-10-15,Sudan,Ghana,1,2,0,African Cup of Nations qualification,0
2024-10-15,Sierra Leone,Ivory Coast,1,1,0,African Cup of Nations qualification,0
2024-10-15,Tanzania,DR Congo,0,0,2,African Cup of Nations qualification,0
2024-10-15,Congo,South Africa,0,1,1,African Cup of Nations qualification,0
2024-10-15,Malawi,Senegal,0,0,1,African Cup of Nations qualification,0
2024-10-15,Scotland,Portugal,0,0,0,UEFA Nations League,0
2024-10-15,Poland,Croatia,0,3,3,UEFA Nations League,0
2024-10-15,Spain,Serbia,0,3,0,UEFA Nations League,0
2024-10-15,Switzerland,Denmark,0,2,2,UEFA Nations League,0
2024-10-15,Colombia,Chile,0,4,0,FIFA World Cup qualification,0
2024-10-15,Paraguay,Venezuela,0,2,1,FIFA World Cup qualification,0
2024-10-15,Uruguay,Ecuador,0,0,0,FIFA World Cup qualification,0
2024-10-15,Argentina,Bolivia,0,6,0,FIFA World Cup qualification,0
2024-10-15,Brazil,Peru,0,4,0,FIFA World Cup qualification,0
2024-10-15,Uzbekistan,United Arab Emirates,0,1,0,FIFA World Cup qualification,0
2024-10-15,Iran,Qatar,1,4,1,FIFA World Cup qualification,0
2024-10-15,Jordan,Oman,0,4,0,FIFA World Cup qualification,0
2024-10-15,South Korea,Iraq,0,3,2,FIFA World Cup qualification,0
2024-10-15,Japan,Australia,0,1,1,FIFA World Cup qualification,0
2024-10-15,Saudi Arabia,Bahrain,0,0,0,FIFA World Cup qualification,0
2024-11-14,Belgium,Italy,0,0,1,UEFA Nations League,0
2024-11-14,France,Israel,0,0,0,UEFA Nations League,0
2024-11-14,Greece,England,0,0,3,UEFA Nations League,0
2024-11-14,Kazakhstan,Austria,0,0,2,UEFA Nations League,0
2024-11-14,Slovenia,Norway,0,1,4,UEFA Nations League,0
2024-11-14,Costa Rica,Panama,0,0,1,CONCACAF Nations League,0
2024-11-14,Jamaica,United States,0,0,1,CONCACAF Nations League,0
2024-11-14,Venezuela,Brazil,0,1,1,FIFA World Cup qualification,0
2024-11-14,Ecuador,Bolivia,0,4,0,FIFA World Cup qualification,0
2024-11-14,Paraguay,Argentina,0,2,1,FIFA World Cup qualification,0
2024-11-14,North Korea,Iran,1,2,3,FIFA World Cup qualification,0
2024-11-14,Qatar,Uzbekistan,0,3,2,FIFA World Cup qualification,0
2024-11-14,Kuwait,South Korea,0,1,3,FIFA World Cup qualification,0
2024-11-14,Iraq,Jordan,0,0,0,FIFA World Cup qualification,0
2024-11-14,Australia,Saudi Arabia,0,0,0,FIFA World Cup qualification,0
2024-11-14,Madagascar,Tunisia,1,2,3,African Cup of Nations qualification,0
2024-11-14,Equatorial Guinea,Algeria,0,0,0,African Cup of Nations qualification,0
2024-11-14,Burkina Faso,Senegal,1,0,1,African Cup of Nations qualification,0
2024-11-15,Portugal,Poland,0,5,1,UEFA Nations League,0
2024-11-15,Scotland,Croatia,0,1,0,UEFA Nations League,0
2024-11-15,Denmark,Spain,0,1,2,UEFA Nations League,0
2024-11-15,Switzerland,Serbia,0,1,1,UEFA Nations League,0
2024-11-15,Curacao,Saint Martin,0,5,0,CONCACAF Nations League,0
2024-11-15,Sint Maarten,Haiti,1,0,8,CONCACAF Nations League,0
2024-11-15,Honduras,Mexico,0,2,0,CONCACAF Nations League,0
2024-11-15,Suriname,Canada,0,0,1,CONCACAF Nations League,0
2024-11-15,Uruguay,Colombia,0,3,2,FIFA World Cup qualification,0
2024-11-15,New Zealand,Vanuatu,0,8,1,FIFA World Cup qualification,0
2024-11-15,Indonesia,Japan,0,0,4,FIFA World Cup qualification,0
2024-11-15,Gabon,Morocco,0,1,5,African Cup of Nations qualification,0
2024-11-15,Cape Verde,Egypt,0,1,1,African Cup of Nations qualification,0
2024-11-15,Angola,Ghana,0,1,1,African Cup of Nations qualification,0
2024-11-15,Zambia,Ivory Coast,0,1,0,African Cup of Nations qualification,0
2024-11-15,Uganda,South Africa,0,0,2,African Cup of Nations qualification,0
2024-11-16,Germany,Bosnia and Herzegovina,0,7,0,UEFA Nations League,0
2024-11-16,Netherlands,Hungary,0,4,0,UEFA Nations League,0
2024-11-16,Albania,Czech Republic,0,0,0,UEFA Nations League,0
2024-11-16,Turkey,Wales,0,0,0,UEFA Nations League,0
2024-11-16,Sweden,Slovakia,0,2,1,UEFA Nations League,0
2024-11-16,Guinea,DR Congo,1,1,0,African Cup of Nations qualification,0
2024-11-17,Israel,Belgium,1,1,0,UEFA Nations League,0
2024-11-17,Italy,France,0,1,3,UEFA Nations League,0
2024-11-17,England,Ireland,0,5,0,UEFA Nations League,0
2024-11-17,Norway,Kazakhstan,0,5,0,UEFA Nations League,0
2024-11-17,Austria,Slovenia,0,1,1,UEFA Nations League,0
2024-11-17,Algeria,Liberia,0,5,1,African Cup of Nations qualification,0
2024-11-18,Croatia,Portugal,0,1,1,UEFA Nations League,0
2024-11-18,Poland,Scotland,0,1,2,UEFA Nations League,0
2024-11-18,Spain,Switzerland,0,3,2,UEFA Nations League,0
2024-11-18,Saint Lucia,Curacao,0,1,4,CONCACAF Nations League,0
2024-11-18,Puerto Rico,Haiti,0,0,3,CONCACAF Nations League,0
2024-11-18,Panama,Costa Rica,0,2,2,CONCACAF Nations League,0
2024-11-18,United States,Jamaica,0,4,2,CONCACAF Nations League,0
2024-11-18,New Zealand,Samoa,0,8,0,FIFA World Cup qualification,0
2024-11-18,Tunisia,Gambia,0,0,1,African Cup of Nations qualification,0
2024-11-18,Morocco,Lesotho,0,7,0,African Cup of Nations qualification,0
2024-11-18,Ghana,Niger,0,1,2,African Cup of Nations qualification,0
2024-11-19,Bosnia and Herzegovina,Netherlands,0,1,1,UEFA Nations League,0
2024-11-19,Hungary,Germany,0,1,1,UEFA Nations League,0
2024-11-19,Czech Republic,Georgia,0,2,1,UEFA Nations League,0
2024-11-19,Montenegro,Turkey,0,3,1,UEFA Nations League,0
2024-11-19,Sweden,Azerbaijan,0,6,0,UEFA Nations League,0
2024-11-19,Canada,Suriname,0,3,0,CONCACAF Nations League,0
2024-11-19,Mexico,Honduras,0,4,0,CONCACAF Nations League,0
2024-11-19,Bolivia,Paraguay,0,2,2,FIFA World Cup qualification,0
2024-11-19,Colombia,Ecuador,0,0,1,FIFA World Cup qualification,0
2024-11-19,Argentina,Peru,0,1,0,FIFA World Cup qualification,0
2024-11-19,Brazil,Uruguay,0,1,1,FIFA World Cup qualification,0
2024-11-19,North Korea,Uzbekistan,1,0,1,FIFA World Cup qualification,0
2024-11-19,Kyrgyzstan,Iran,0,2,3,FIFA World Cup qualification,0
2024-11-19,United Arab Emirates,Qatar,0,5,0,FIFA World Cup qualification,0
2024-11-19,Palestine,South Korea,1,1,1,FIFA World Cup qualification,0
2024-11-19,Oman,Iraq,0,0,1,FIFA World Cup qualification,0
2024-11-19,Kuwait,Jordan,0,1,1,FIFA World Cup qualification,0
2024-11-19,Bahrain,Australia,0,2,2,FIFA World Cup qualification,0
2024-11-19,Indonesia,Saudi Arabia,0,2,0,FIFA World Cup qualification,0
2024-11-19,China,Japan,0,1,3,FIFA World Cup qualification,0
2024-11-19,Egypt,Botswana,0,1,1,African Cup of Nations qualification,0
2024-11-19,Mauritania,Cape Verde,0,1,0,African Cup of Nations qualification,0
2024-11-19,Ivory Coast,Chad,0,4,0,African Cup of Nations qualification,0
2024-11-19,DR Congo,Ethiopia,0,1,2,African Cup of Nations qualification,0
2024-11-19,South Africa,South Sudan,0,3,0,African Cup of Nations qualification,0
2024-11-19,Senegal,Burundi,0,2,0,African Cup of Nations qualification,0
2024-12-21,Qatar,United Arab Emirates,1,1,1,Gulf Cup,0
2024-12-22,Iraq,Yemen,1,1,0,Gulf Cup,0
2024-12-22,Saudi Arabia,Bahrain,1,2,3,Gulf Cup,0
2024-12-24,Oman,Qatar,1,2,1,Gulf Cup,0
2024-12-25,Yemen,Saudi Arabia,1,2,3,Gulf Cup,0
2024-12-25,Bahrain,Iraq,1,2,0,Gulf Cup,0
2024-12-27,Kuwait,Qatar,0,1,1,Gulf Cup,0
2024-12-28,Iraq,Saudi Arabia,1,1,3,Gulf Cup,0
2024-12-31,Oman,Saudi Arabia,1,2,1,Gulf Cup,0
2025-01-18,United States,Venezuela,0,3,1,Friendly,0
2025-01-22,United States,Costa Rica,0,3,0,Friendly,0
2025-01-22,Uzbekistan,Jordan,1,0,0,Friendly,0
2025-02-08,Chile,Panama,0,6,1,Friendly,0
2025-03-14,Jordan,North Korea,0,1,1,Friendly,0
2025-03-19,Liberia,Tunisia,0,0,1,FIFA World Cup qualification,0
2025-03-19,Kazakhstan,Curacao,1,2,0,Friendly,0
2025-03-20,Canada,Mexico,1,0,2,CONCACAF Nations League,0
2025-03-20,United States,Panama,0,0,1,CONCACAF Nations League,0
2025-03-20,Croatia,France,0,2,0,UEFA Nations League,0
2025-03-20,Denmark,Portugal,0,1,0,UEFA Nations League,0
2025-03-20,Italy,Germany,0,1,2,UEFA Nations League,0
2025-03-20,Netherlands,Spain,0,2,2,UEFA Nations League,0
2025-03-20,Austria,Serbia,0,1,1,UEFA Nations League,0
2025-03-20,Greece,Scotland,0,0,1,UEFA Nations League,0
2025-03-20,Turkey,Hungary,0,3,1,UEFA Nations League,0
2025-03-20,Ukraine,Belgium,1,3,1,UEFA Nations League,0
2025-03-20,Paraguay,Chile,0,1,0,FIFA World Cup qualification,0
2025-03-20,Brazil,Colombia,0,2,1,FIFA World Cup qualification,0
2025-03-20,Iran,United Arab Emirates,0,2,0,FIFA World Cup qualification,0
2025-03-20,Uzbekistan,Kyrgyzstan,0,1,0,FIFA World Cup qualification,0
2025-03-20,Qatar,North Korea,0,5,1,FIFA World Cup qualification,0
2025-03-20,South Korea,Oman,0,1,1,FIFA World Cup qualification,0
2025-03-20,Iraq,Kuwait,0,2,2,FIFA World Cup qualification,0
2025-03-20,Jordan,Palestine,0,3,1,FIFA World Cup qualification,0
2025-03-20,Japan,Bahrain,0,2,0,FIFA World Cup qualification,0
2025-03-20,Australia,Indonesia,0,5,1,FIFA World Cup qualification,0
2025-03-20,Saudi Arabia,China,0,1,0,FIFA World Cup qualification,0
2025-03-20,Cape Verde,Mauritius,0,1,0,FIFA World Cup qualification,0
2025-03-21,Northern Ireland,Switzerland,0,1,1,Friendly,0
2025-03-21,Ecuador,Venezuela,0,2,1,FIFA World Cup qualification,0
2025-03-21,Uruguay,Argentina,0,0,1,FIFA World Cup qualification,0
2025-03-21,New Zealand,Fiji,0,7,0,FIFA World Cup qualification,0
2025-03-21,Ethiopia,Egypt,1,0,2,FIFA World Cup qualification,0
2025-03-21,DR Congo,South Sudan,0,1,0,FIFA World Cup qualification,0
2025-03-21,South Africa,Lesotho,0,0,3,FIFA World Cup qualification,0
2025-03-21,Morocco,Niger,0,2,1,FIFA World Cup qualification,0
2025-03-21,Burundi,Ivory Coast,1,0,1,FIFA World Cup qualification,0
2025-03-21,Botswana,Algeria,0,1,3,FIFA World Cup qualification,0
2025-03-21,Ghana,Chad,0,5,0,FIFA World Cup qualification,0
2025-03-21,Romania,Bosnia and Herzegovina,0,0,1,FIFA World Cup qualification,0
2025-03-21,England,Albania,0,2,0,FIFA World Cup qualification,0
2025-03-22,Azerbaijan,Haiti,0,0,3,Friendly,0
2025-03-22,Luxembourg,Sweden,0,1,0,Friendly,0
2025-03-22,Sudan,Senegal,1,0,0,FIFA World Cup qualification,0
2025-03-22,Moldova,Norway,0,0,5,FIFA World Cup qualification,0
2025-03-22,Czech Republic,Faroe Islands,0,2,1,FIFA World Cup qualification,0
2025-03-23,United States,Canada,0,1,2,CONCACAF Nations League,0
2025-03-23,Panama,Mexico,1,1,2,CONCACAF Nations League,0
2025-03-23,France,Croatia,0,2,0,UEFA Nations League,0
2025-03-23,Germany,Italy,0,3,3,UEFA Nations League,0
2025-03-23,Portugal,Denmark,0,5,2,UEFA Nations League,0
2025-03-23,Spain,Netherlands,0,3,3,UEFA Nations League,0
2025-03-23,Belgium,Ukraine,0,3,0,UEFA Nations League,0
2025-03-23,Hungary,Turkey,0,0,3,UEFA Nations League,0
2025-03-23,Scotland,Greece,0,0,3,UEFA Nations League,0
2025-03-23,Serbia,Austria,0,2,0,UEFA Nations League,0
2025-03-24,New Zealand,New Caledonia,0,3,0,FIFA World Cup qualification,0
2025-03-24,Ivory Coast,Gambia,0,1,0,FIFA World Cup qualification,0
2025-03-24,Tunisia,Malawi,0,2,0,FIFA World Cup qualification,0
2025-03-24,Madagascar,Ghana,1,0,3,FIFA World Cup qualification,0
2025-03-24,Bosnia and Herzegovina,Cyprus,0,2,1,FIFA World Cup qualification,0
2025-03-24,England,Latvia,0,3,0,FIFA World Cup qualification,0
2025-03-25,Sweden,Northern Ireland,0,5,1,Friendly,0
2025-03-25,Switzerland,Luxembourg,0,3,1,Friendly,0
2025-03-25,Bolivia,Uruguay,0,0,0,FIFA World Cup qualification,0
2025-03-25,Colombia,Paraguay,0,2,2,FIFA World Cup qualification,0
2025-03-25,Argentina,Brazil,0,4,1,FIFA World Cup qualification,0
2025-03-25,Chile,Ecuador,0,0,0,FIFA World Cup qualification,0
2025-03-25,Iran,Uzbekistan,0,2,2,FIFA World Cup qualification,0
2025-03-25,Kyrgyzstan,Qatar,0,3,1,FIFA World Cup qualification,0
2025-03-25,South Korea,Jordan,0,1,1,FIFA World Cup qualification,0
2025-03-25,Palestine,Iraq,1,2,1,FIFA World Cup qualification,0
2025-03-25,China,Australia,0,0,2,FIFA World Cup qualification,0
2025-03-25,Japan,Saudi Arabia,0,0,0,FIFA World Cup qualification,0
2025-03-25,Egypt,Sierra Leone,0,1,0,FIFA World Cup qualification,0
2025-03-25,Mauritania,DR Congo,0,0,2,FIFA World Cup qualification,0
2025-03-25,Senegal,Togo,0,2,0,FIFA World Cup qualification,0
2025-03-25,Benin,South Africa,1,0,2,FIFA World Cup qualification,0
2025-03-25,Angola,Cape Verde,0,1,2,FIFA World Cup qualification,0
2025-03-25,Morocco,Tanzania,0,2,0,FIFA World Cup qualification,0
2025-03-25,Algeria,Mozambique,0,5,1,FIFA World Cup qualification,0
2025-03-25,Israel,Norway,1,2,4,FIFA World Cup qualification,0
2025-03-25,Gibraltar,Czech Republic,1,0,4,FIFA World Cup qualification,0
2025-05-28,Nigeria,Ghana,1,2,1,Unity Cup,0
2025-05-29,Malaysia,Cape Verde,0,1,1,Friendly,0
2025-05-30,Saudi Arabia,Jordan,0,2,0,Friendly,0
2025-05-31,Trinidad and Tobago,Ghana,1,0,4,Unity Cup,0
2025-06-02,Tunisia,Burkina Faso,0,2,0,Friendly,0
2025-06-03,Malaysia,Cape Verde,0,0,3,Friendly,0
2025-06-04,Germany,Portugal,0,1,2,UEFA Nations League,0
2025-06-05,Spain,France,1,5,4,UEFA Nations League,0
2025-06-05,Algeria,Rwanda,0,2,0,Friendly,0
2025-06-05,DR Congo,Mali,1,1,0,Friendly,0
2025-06-05,Ecuador,Brazil,0,0,0,FIFA World Cup qualification,0
2025-06-05,Paraguay,Uruguay,0,2,0,FIFA World Cup qualification,0
2025-06-05,Chile,Argentina,0,0,1,FIFA World Cup qualification,0
2025-06-05,United Arab Emirates,Uzbekistan,0,0,0,FIFA World Cup qualification,0
2025-06-05,Qatar,Iran,0,1,0,FIFA World Cup qualification,0
2025-06-05,Oman,Jordan,0,0,3,FIFA World Cup qualification,0
2025-06-05,Iraq,South Korea,0,0,2,FIFA World Cup qualification,0
2025-06-05,Bahrain,Saudi Arabia,0,0,2,FIFA World Cup qualification,0
2025-06-05,Australia,Japan,0,1,0,FIFA World Cup qualification,0
2025-06-06,Hungary,Sweden,0,0,2,Friendly,0
2025-06-06,Morocco,Tunisia,0,2,0,Friendly,0
2025-06-06,Ireland,Senegal,0,1,1,Friendly,0
2025-06-06,Scotland,Iceland,0,1,3,Friendly,0
2025-06-06,South Africa,Tanzania,0,0,0,Friendly,0
2025-06-06,Colombia,Peru,0,0,0,FIFA World Cup qualification,0
2025-06-06,Norway,Italy,0,3,0,FIFA World Cup qualification,0
2025-06-06,North Macedonia,Belgium,0,1,1,FIFA World Cup qualification,0
2025-06-06,Czech Republic,Montenegro,0,2,0,FIFA World Cup qualification,0
2025-06-06,Gibraltar,Croatia,1,0,7,FIFA World Cup qualification,0
2025-06-06,Curacao,Saint Lucia,0,4,0,FIFA World Cup qualification,0
2025-06-07,Mexico,Switzerland,1,2,4,Friendly,0
2025-06-07,United States,Turkey,0,1,2,Friendly,0
2025-06-07,Finland,Netherlands,0,0,2,FIFA World Cup qualification,0
2025-06-07,Bosnia and Herzegovina,San Marino,0,1,0,FIFA World Cup qualification,0
2025-06-07,Austria,Romania,0,2,1,FIFA World Cup qualification,0
2025-06-07,Andorra,England,1,0,1,FIFA World Cup qualification,0
2025-06-07,Canada,Ukraine,0,4,2,Canadian Shield,0
2025-06-07,Ivory Coast,New Zealand,1,0,1,Canadian Shield,0
2025-06-07,Aruba,Haiti,0,0,5,FIFA World Cup qualification,0
2025-06-07,Belize,Panama,0,0,2,FIFA World Cup qualification,0
2025-06-08,Germany,France,0,0,2,UEFA Nations League,0
2025-06-08,Portugal,Spain,1,2,2,UEFA Nations League,0
2025-06-08,DR Congo,Madagascar,1,3,1,Friendly,0
2025-06-08,Georgia,Cape Verde,0,1,1,Friendly,0
2025-06-09,Algeria,Rwanda,0,2,0,Friendly,0
2025-06-09,Liechtenstein,Scotland,0,0,4,Friendly,0
2025-06-09,Morocco,Benin,0,1,0,Friendly,0
2025-06-09,Estonia,Norway,0,0,1,FIFA World Cup qualification,0
2025-06-09,Belgium,Wales,0,4,3,FIFA World Cup qualification,0
2025-06-09,Croatia,Czech Republic,0,5,1,FIFA World Cup qualification,0
2025-06-10,England,Senegal,0,1,3,Friendly,0
2025-06-10,Mexico,Turkey,1,1,0,Friendly,0
2025-06-10,Slovenia,Bosnia and Herzegovina,0,2,1,Friendly,0
2025-06-10,South Africa,Mozambique,0,2,0,Friendly,0
2025-06-10,Sweden,Algeria,0,4,3,Friendly,0
2025-06-10,United States,Switzerland,0,0,4,Friendly,0
2025-06-10,Uruguay,Venezuela,0,2,0,FIFA World Cup qualification,0
2025-06-10,Peru,Ecuador,0,0,0,FIFA World Cup qualification,0
2025-06-10,Argentina,Colombia,0,1,1,FIFA World Cup qualification,0
2025-06-10,Brazil,Paraguay,0,1,0,FIFA World Cup qualification,0
2025-06-10,Uzbekistan,Qatar,0,3,0,FIFA World Cup qualification,0
2025-06-10,Iran,North Korea,0,3,0,FIFA World Cup qualification,0
2025-06-10,South Korea,Kuwait,0,4,0,FIFA World Cup qualification,0
2025-06-10,Jordan,Iraq,0,0,1,FIFA World Cup qualification,0
2025-06-10,Japan,Indonesia,0,6,0,FIFA World Cup qualification,0
2025-06-10,Saudi Arabia,Australia,0,1,2,FIFA World Cup qualification,0
2025-06-10,Netherlands,Malta,0,8,0,FIFA World Cup qualification,0
2025-06-10,San Marino,Austria,0,0,4,FIFA World Cup qualification,0
2025-06-10,New Zealand,Ukraine,1,1,2,Canadian Shield,0
2025-06-10,Canada,Ivory Coast,0,0,0,Canadian Shield,0
2025-06-10,Haiti,Curacao,1,1,5,FIFA World Cup qualification,0
2025-06-10,Panama,Nicaragua,0,3,0,FIFA World Cup qualification,0
2025-06-14,Mexico,Dominican Republic,1,3,2,Gold Cup,0
2025-06-15,United States,Trinidad and Tobago,0,5,0,Gold Cup,0
2025-06-15,Haiti,Saudi Arabia,1,0,1,Gold Cup,0
2025-06-16,Panama,Guadeloupe,1,5,2,Gold Cup,0
2025-06-17,Curacao,El Salvador,1,0,0,Gold Cup,0
2025-06-17,Canada,Honduras,0,6,0,Gold Cup,0
2025-06-18,Suriname,Mexico,1,0,2,Gold Cup,0
2025-06-19,Trinidad and Tobago,Haiti,1,1,1,Gold Cup,0
2025-06-19,United States,Saudi Arabia,0,1,0,Gold Cup,0
